static,dynamic,duration,type_comms,nb_deps_seq,chains_length,is_pipeline,nb_chains,topology,id_run
19281.6,482.91,140088.02,pull_anticipation,5,3,False,3,clique,0
70538.52,344.9,689838.57,pull,5,5,False,1,clique,3
72386.34,292.76,506117.97,pull,3,3,False,3,clique,4
12854.4,288.52,93265.44,pull_anticipation,3,3,False,3,clique,9
33421.44,207.01,543578.02,push,5,3,False,1,star,1
18076.5,916.43,73004.02,pull_anticipation,5,5,False,3,clique,1
52462.02,352.46,513737.46,push,5,5,True,1,star,3
30689.88,688.8,120690.86,push,3,5,True,3,clique,6
25708.8,204.36,421313.22,pull,5,3,True,1,star,2
37518.78,498.46,265034.4,push,5,3,False,3,star,9
76644.36,289.99,538103.87,pull_anticipation,3,3,True,3,star,4
158992.86,642.58,600437.61,push,3,5,False,3,star,9
29565.12,341.66,289961.19,pull_anticipation,5,5,False,1,star,9
30689.88,343.69,303902.45,push,5,5,True,1,star,2
60576.36,487.06,424879.66,pull,5,3,False,3,clique,9
10122.84,122.25,166007.83,pull_anticipation,3,3,False,1,clique,1
55354.26,207.56,542471.27,pull,3,5,True,1,clique,4
132239.64,940.9,499434.83,pull,5,5,True,3,clique,1
56880.72,938.37,217761.18,pull_anticipation,5,5,True,3,clique,1
34305.18,289.29,241476.45,pull_anticipation,3,3,True,3,clique,4
203661.9,212.1,1983387.63,pull,3,5,False,1,star,1
34305.18,544.79,241476.45,push,5,3,True,3,clique,4
14220.18,288.34,103290.41,pull_anticipation,3,3,False,3,clique,2
25708.8,204.51,421313.22,pull,5,3,False,1,clique,2
27556.62,559.22,108898.72,pull_anticipation,3,5,False,3,clique,3
9078.42,204.75,150164.19,push,5,3,False,1,clique,5
53265.42,205.21,864657.52,pull,5,3,False,1,clique,5
60255.0,208.09,589213.39,pull,3,5,True,1,clique,6
29806.14,709.33,116492.98,push,3,5,True,3,clique,7
112234.98,574.05,424645.36,pull,3,5,True,3,clique,7
55675.62,206.02,544215.87,pull_anticipation,3,5,True,1,star,7
28922.4,204.72,471321.76,push,5,3,True,1,star,6
83071.56,207.34,811832.81,pull,3,5,True,1,star,3
11327.94,123.23,185213.48,push,3,3,True,1,clique,8
5945.16,122.13,100319.1,pull_anticipation,3,3,False,1,clique,0
24343.02,206.1,241690.24,pull_anticipation,3,5,True,1,clique,6
33742.8,206.19,331390.73,pull,3,5,False,1,clique,1
203340.54,990.14,764470.95,push,5,5,True,3,star,4
44669.04,293.74,313483.26,pull,3,3,False,3,clique,3
84357.0,289.05,589213.39,pull_anticipation,3,3,False,3,star,6
73511.1,480.44,513737.46,pull_anticipation,5,3,False,3,star,3
15023.58,340.57,150164.19,pull_anticipation,5,5,False,1,clique,5
4579.38,122.04,77024.68,pull_anticipation,3,3,True,1,clique,2
5945.16,121.93,100319.1,pull_anticipation,3,3,True,1,star,0
331723.86,554.91,1244523.53,pull_anticipation,3,5,False,3,star,3
15666.3,204.89,257256.41,push,5,3,False,1,clique,6
30689.88,214.25,303902.45,push,3,5,False,1,star,2
127338.9,954.18,479898.72,push,5,5,True,3,star,0
426123.36,921.75,1596793.92,pull_anticipation,5,5,False,3,star,8
367153.8,550.73,1377526.51,pull,3,5,True,3,star,3
382418.4,494.49,2658951.45,pull,5,3,False,3,star,0
201091.02,909.9,757250.47,pull_anticipation,5,5,False,3,star,9
300150.24,909.51,1127683.65,pull_anticipation,5,5,True,3,star,3
307541.52,547.75,1154920.48,pull,3,5,True,3,star,5
867350.64,580.98,3248467.54,pull,3,5,False,3,star,6
1139140.86,955.94,4263723.71,pull,5,5,False,3,star,0
1272746.28,960.36,4763791.88,pull,5,5,False,3,star,4
1505812.62,970.21,5633790.6,pull,5,5,False,3,star,2
1286323.74,961.81,4814462.54,pull,5,5,False,3,star,7
1495127.4,969.44,5595055.92,pull,5,5,False,3,star,9
1575708.42,974.54,5895853.89,pull,5,5,False,3,star,1
1669143.84,975.5,6245349.28,pull,5,5,False,3,star,8
1843401.3,985.37,6895911.59,pull,5,5,False,3,star,3
